Name,Park,Location,Opening Date,Length,Height,Drop,Speed,Inversions,Vertical Angle,Duration,RCDB Link
"Loop the Loop","Rusutsu Resort","Rusutsu, Abuta, Shiribeshi, Hokkaido, Japan",3/24/1983,,,,,1,,,https://rcdb.com/1261.htm
"Space Mountain","Tokyo Disneyland","Urayasu, Chiba, Japan",4/15/1983,3450,100,,,0,,2:40,https://rcdb.com/1185.htm
"Boomerang","La Ronde","Montréal, Québec, Canada",1984,935,116.5,,47,3,,1:48,https://rcdb.com/187.htm
"Steamin' Demon","Great Escape","Queensbury, New York, USA",1984,,95,,45,3,,,https://rcdb.com/264.htm
"Tig'rr Coaster","Indiana Beach","Monticello, Indiana, USA",1984,1765.1,44.3,,31.1,0,,,https://rcdb.com/285.htm
"Sea Serpent","Morey's Piers","Wildwood, New Jersey, USA",1984,935,116.5,,47,3,,1:48,https://rcdb.com/302.htm
"Boomerang","Bellewaerde","Ieper, West-Vlaanderen, Belgium",1984,935,116.5,,47,3,,1:48,https://rcdb.com/926.htm
"Vauhtimato","Särkänniemi Amusement Park","Tampere, Pirkanmaa, Finland",1984,197.5,10.8,,16.2,0,,,https://rcdb.com/1079.htm
"Dragon","Ocean Park","Hong Kong Island, Hong Kong, China",1984,2694,67.3,,47.8,3,,2:10,https://rcdb.com/1234.htm
"Mountain Coaster","Rusutsu Resort","Rusutsu, Abuta, Shiribeshi, Hokkaido, Japan",1984,,,,,0,,2:38,https://rcdb.com/1360.htm
"Camelback Jetcoaster","Himeji Central Park","Himeji, Hyōgo, Japan",1984,3536.8,,,40.4,0,,3:33,https://rcdb.com/2277.htm
"Mindbender","Galaxyland Amusement Park","Edmonton, Alberta, Canada",1985,4198,145,127,60,3,,1:13,https://rcdb.com/193.htm
"Autosled","Galaxyland Amusement Park","Edmonton, Alberta, Canada",1985,1099.1,,,,0,,,https://rcdb.com/194.htm
"Texas Tornado","Wonderland Amusement Park","Amarillo, Texas, USA",1985,2050,80,,,2,,,https://rcdb.com/254.htm
"Wildcat","Washington State Fair","Puyallup, Washington, USA",1985,,,,,0,,,https://rcdb.com/260.htm
"Roller Coaster","Magic Forest Park","Lake George, New York, USA",1985,,,,,0,,,https://rcdb.com/612.htm
"Kikkerachtbaan","Duinrell","Wassenaar, Zuid-Holland, Netherlands",1985,1181.1,26.3,,22.4,0,,2:15,https://rcdb.com/944.htm
"Shaman","Gardaland","Castelnuovo del Garda, Veneto, Italy",1985,2296.6,98.4,,43.5,4,,2:00,https://rcdb.com/962.htm
"Schweizer Bobbahn","Europa Park","Rust, Baden Wuerttemberg, Germany",1985,1597.8,62.3,,31.1,0,,1:45,https://rcdb.com/974.htm
"Standing Coaster","Rusutsu Resort","Rusutsu, Abuta, Shiribeshi, Hokkaido, Japan",1985,1394.3,82,,46.6,1,,1:09,https://rcdb.com/1359.htm
"Bob","Efteling","Kaatsheuvel, North Brabant, Netherlands",4/4/1985,1719.2,65.6,,37.3,0,,1:40,https://rcdb.com/899.htm
"Puff the Little Fire Dragon","Lagoon","Farmington, Utah, USA",5/1985,197.5,10.8,,16.2,0,,,https://rcdb.com/199.htm
"Cycle Coaster Mozzu","Kansai Cycle Sports Center","Kawachinagano, Osaka, Japan",9/13/1985,,,,,0,,,https://rcdb.com/3017.htm
"La Vibora","Six Flags Over Texas","Arlington, Texas, USA",1986,1490,60,,32,0,,1:30,https://rcdb.com/99.htm
"Silver Bullet","Frontier City","Oklahoma City, Oklahoma, USA",1986,1942,80,,47.8,1,,,https://rcdb.com/153.htm
"Tidal Wave","Trimper's Rides","Ocean City, Maryland, USA",1986,935,116.5,,47,3,,1:48,https://rcdb.com/300.htm
"Marienkäferbahn","Fort Fun Abenteuerland","Wasserfall, North Rhine-Westphalia, Germany",1986,1181.1,26.3,,22.4,0,,,https://rcdb.com/1003.htm
"Rasender Tausendfüßler","Erlebnispark Tripsdrill","Cleebronn, Baden Wuerttemberg, Germany",1986,1181.1,26.3,,22.4,0,,,https://rcdb.com/1012.htm
"Corkscrew Coaster","Rainbow's End","Manukau City, Auckland, New Zealand",1986,,90,,,3,,,https://rcdb.com/1131.htm
"Tornado","Tokyo SummerLand","Akiruno, Tokyo, Japan",1986,1213.9,72.2,65.6,43.5,2,,1:15,https://rcdb.com/1202.htm
"Orkanens Øje","Tivoli Friheden","Orkanens Øje will close on 10/20/2018",1986,1197.5,36.1,,,1,,,https://rcdb.com/1382.htm
"Alap Alap","Dunia Fantasi","Jakarta, West Java, Indonesia",1986,652.9,19.7,,19.9,0,,0:58,https://rcdb.com/1395.htm
"Montagne Russe","Zoosafari Fasanolandia","Fasano, Apulia, Italy",1986,,,,,0,,,https://rcdb.com/1733.htm
"Star Jet","Brazilian Park Washuzan Highland","Kurashiki, Okayama, Japan",5/9/1986,,,,,1,,,https://rcdb.com/1432.htm
"Dragon King","Hokkaido Greenland","Iwamizawa, Hokkaido, Japan",6/3/1986,,,,,3,,1:40,https://rcdb.com/1701.htm
"GO-ON","Hokkaido Greenland","Iwamizawa, Hokkaido, Japan",6/18/1986,,,,,0,,3:30,https://rcdb.com/1702.htm
"Bat","Canada's Wonderland","Vaughan, Ontario, Canada",1987,935,116.5,,47,3,,1:48,https://rcdb.com/64.htm
"Woodstock Express","California's Great America","Santa Clara, California, USA",1987,1300,,,,0,,1:15,https://rcdb.com/78.htm
"Canobie Corkscrew","Canobie Lake Park","Salem, New Hampshire, USA",1987,,73,,,2,,1:30,https://rcdb.com/296.htm
"Polar Coaster","Story Land","Glen, New Hampshire, USA",1987,,,,,0,,,https://rcdb.com/391.htm
"Raptor Attack","Lightwater Valley","Ripon, North Yorkshire, England, United Kingdom",1987,,,,,0,,,https://rcdb.com/781.htm
"Big Apple","Botton's Pleasure Beach","Skegness, Lincolnshire, England, United Kingdom",1987,,,,,0,,,https://rcdb.com/830.htm
"Log Coaster","Gulliver's Matlock Bath","Matlock, Derbyshire, England, United Kingdom",1987,,,,,0,,,https://rcdb.com/869.htm
"Dream Catcher","Bobbejaanland","Lichtaart, Antwerp, Belgium",1987,1968.5,82,,,0,,2:44,https://rcdb.com/915.htm
"Familienachterbahn","Schloß Beck Freizeitpark","Bottrop, North Rhine-Westphalia, Germany",1987,652.9,19.7,,19.9,0,,,https://rcdb.com/1015.htm
"Hill Billy Coaster Texas Bronco","Tojoko Toy Kingdom","Tojo, Hyōgo, Japan",1987,1377.9,,,24.9,0,,,https://rcdb.com/1278.htm
"Halilintar","Dunia Fantasi","Jakarta, West Java, Indonesia",1987,,,,,3,,1:25,https://rcdb.com/1394.htm
"Dragon Chinois","Jardin d'Acclimatation","Paris, Île-de-France, France",1987,656.2,16.4,,,0,,1:15,https://rcdb.com/1577.htm
"Big Boom","Nasu Highland Park","Nasu, Nasu, Tochigi, Japan",1987,2132.6,126,,54.7,1,,3:04,https://rcdb.com/1730.htm
"Pendelbahn","Tier- und Freizeitpark Thüle","Friesoythe-Thüle, Lower Saxony, Germany",1987,,,,,0,,,https://rcdb.com/2704.htm
"Child Coaster","Misaki Park","Osaka, Osaka, Japan",3/11/1987,,,,,0,,0:45,https://rcdb.com/2408.htm
"Vortex","Kings Island","Mason, Ohio, USA",4/11/1987,3800,148,138,55,6,55,2:30,https://rcdb.com/71.htm
"Lisebergbanan","Liseberg","Gothenburg, Västra Götaland, Sweden",4/18/1987,4397,147.7,,49.7,0,36,,https://rcdb.com/1061.htm
"Gaz Express","Bagatelle","Merlimont, Nord-Pas de Calais, France",5/23/1987,,,,,0,,,https://rcdb.com/948.htm
"Iron Dragon","Cedar Point","Sandusky, Ohio, USA",6/11/1987,2800,76,,40,0,,2:00,https://rcdb.com/17.htm
"Big Thunder Mountain","Tokyo Disneyland","Urayasu, Chiba, Japan",7/4/1987,,,,,0,,3:40,https://rcdb.com/1183.htm
"Avalanche","Kings Dominion","Doswell, Virginia, USA",1988,,,,41,0,,,https://rcdb.com/282.htm
"Rudy's Rapid Transit","Santa's Village","Jefferson, New Hampshire, USA",1988,1181.1,26.3,,22.4,0,,,https://rcdb.com/390.htm
"Boomerang","Six Flags Mexico","Mexico City, Mexico",1988,935,116.5,,47,3,,1:48,https://rcdb.com/580.htm
"Dino Roller","Flamingo Land","Malton, North Yorkshire, England, United Kingdom",1988,,,,,0,,,https://rcdb.com/822.htm
"EqWalizer","Walibi Rhône-Alpes","Les Avenières, Auvergne-Rhône-Alpes, France",1988,935,116.5,,47,3,,1:48,https://rcdb.com/943.htm
"Loopen","TusenFryd","Vinterbro, Oslo, Norway",1988,1371.4,68.9,,43.5,2,,,https://rcdb.com/1043.htm
"Jetline","Gröna Lund","Stockholm, Stockholm, Sweden",1988,2624.7,105,,55.9,0,80,1:30,https://rcdb.com/1062.htm
"Rolling X-Train","Everland","Yongin-si, Gyeonggi-do, South Korea",1988,2296,98.5,,44,4,,1:46,https://rcdb.com/1338.htm
"Yagiyama Cyclone","Benyland","Sendai, Miyagi, Japan",1988,1720,56,,,0,55,1:10,https://rcdb.com/1716.htm
"Tivoli Coaster","Toy Kingdom","Tamano, Okayama, Japan",1988,652.9,19.7,,19.9,0,,,https://rcdb.com/3027.htm
"Himmelexpress","Rømø Lege- & Hesteland","Rømø, Syddanmark, Denmark",1988,,,,,0,,,https://rcdb.com/3262.htm
"Himmelexpress","Rømø Lege- & Hesteland","Rømø, Syddanmark, Denmark",1988,,,,,0,,,https://rcdb.com/3263.htm
"Bandit","Yomiuriland","Inagi, Tokyo, Japan",3/1988,5118.1,167.3,,68.4,0,,2:18,https://rcdb.com/1218.htm
"Temple of the Night Hawk","Phantasialand","Brühl, North Rhine-Westphalia, Germany",4/1/1988,3851.7,38.4,,28.9,0,,4:00,https://rcdb.com/980.htm
"Columbia Double Loop Coaster","Seoul Land","Kwachon-si, Gyeonggi-do, South Korea",4/20/1988,2913.4,105,,52.8,2,,2:15,https://rcdb.com/1344.htm
"Crazy Mouse","Seoul Land","Kwachon-si, Gyeonggi-do, South Korea",4/20/1988,1312.3,,,28,0,,1:22,https://rcdb.com/1617.htm
"Ninja","Six Flags Magic Mountain","Valencia, California, USA",5/21/1988,2700,60,,55,0,,1:30,https://rcdb.com/129.htm
"Avalanche","Blackpool Pleasure Beach","Blackpool, Lancashire, England, United Kingdom",6/22/1988,1490,,,,0,,1:22,https://rcdb.com/789.htm
"Excalibur","Valleyfair!","Shakopee, Minnesota, USA",1989,2415,100,105,54.5,0,60,2:17,https://rcdb.com/119.htm
"Treetops Rollercoaster","Oakwood Theme Park","Narberth, Pembrokeshire, Wales, United Kingdom",1989,1181.1,26.3,,22.4,0,,,https://rcdb.com/757.htm
"Halvar","Plopsa Coo","Stavelot, Liège, Belgium",1989,1870.1,,,,0,,,https://rcdb.com/931.htm
"Golden Loop","Gold Reef City","Johannesburg, Gauteng, South Africa",1989 or later,863,137.8, LaunchLoop,57,1,70,0:30,https://rcdb.com/1168.htm
"French Revolution2 VR","Lotte World","Jamsil-Dong, Songpa-Gu, Seoul, South Korea",1989,,,,,1,,1:45,https://rcdb.com/1335.htm
"Zyclone","EsselWorld","Gorai Village, Maharashtra, India",1989,,,,,0,,0:45,https://rcdb.com/1389.htm
